1.717172783821585114e+01,3.470383991613520720e+03,2.111558301545521772e+03,2.075538225926695759e+03,1.297546707076198800e+03,5.240215472198624411e+03,2.246796445233230315e+03,2.196914009334313505e+03,4.535057855743938489e+03,4.408804063433384727e+03,8.801395337253292382e+03,1.720452104116821283e+04,2.227611594297658667e+04,2.201086487896698236e+04,5.457491039931477280e+04,5.327908901743862225e+04,5.421193287222475919e+04,4.454583747102869529e+04,2.295670353027664896e+04,7.612151316656795643e+03
6.736679368234892884e+00,2.482179849896841006e+03,1.354435617680053156e+03,1.360778624748900711e+03,5.181347823934308963e+02,4.683833957627660311e+03,1.841384701063943794e+03,1.911421218366009498e+03,1.677253750065314307e+03,1.645432138853192555e+03,4.239355100442019648e+03,8.494410512007872967e+03,1.001195029505967068e+04,9.780949587238688764e+03,2.322648701927042202e+04,2.240921594807843212e+04,1.998189472612078316e+04,1.987096713411275050e+04,1.016911112715344279e+04,3.393280658045430755e+03
1.450543832533880675e+02,2.819504631494651039e+04,2.290473677898620372e+04,2.386248736266614287e+04,1.896940778245174442e+04,2.839723917899564549e+04,2.630329918846635337e+04,3.210308521473890505e+04,1.824165327807930880e+05,1.916759869389872474e+05,2.370258178538557549e+05,4.755023779198049451e+05,6.650283685294818133e+05,6.718618578345974674e+05,1.308031251167163253e+06,1.263536944985476788e+06,1.328865350229110569e+06,8.127490319509073161e+05,3.314941344003315899e+05,9.336712702798850660e+04
1.386804562437159518e+02,2.656817227101722528e+04,1.956454998203700961e+04,2.338279713402363996e+04,1.789364006193196110e+04,2.660684268179505307e+04,2.304157673415769386e+04,2.953621312849904280e+04,1.713251899285103427e+05,1.732224132754780294e+05,2.265766945754532353e+05,4.406400657874277094e+05,6.178388776558680693e+05,6.333003925166897243e+05,1.238328851553868968e+06,1.178135078108259477e+06,1.232054392010777490e+06,7.525413393274130067e+05,2.981514937664673198e+05,8.226195411391390371e+04
1.540319762618273103e+02,2.951290378423795846e+04,2.078345841541822665e+04,3.138298299101943485e+04,2.019234463506135944e+04,2.813683546356423176e+04,2.457770380573037983e+04,3.515736570254271646e+04,1.993949139947107178e+05,2.193094922406394326e+05,2.585817336185564636e+05,4.930170680712377653e+05,6.817792398933677468e+05,7.565845152543002041e+05,1.342363985979567049e+06,1.252312743082890753e+06,1.297195563245839439e+06,8.150227665239359485e+05,3.258904647335687769e+05,9.134836871383970720e+04
1.562982718430059208e+02,3.135541948098383727e+04,2.413907683420402827e+04,2.807077124124800685e+04,2.105476419258331589e+04,3.016032369663790087e+04,2.894675564570504503e+04,3.042418002064622124e+04,2.267880474705782253e+05,2.072700602204468451e+05,2.869997984726441209e+05,5.140653910050406121e+05,7.327487686931148637e+05,6.735846867173357168e+05,1.347081563239881536e+06,1.289378009910506895e+06,1.333178163414138602e+06,8.143403835094681708e+05,2.918792432296752813e+05,8.101588096806099929e+04
1.345013425238098534e+02,2.944864151126587240e+04,2.033848832253255023e+04,2.064888936626765644e+04,1.771441193350386675e+04,2.961635043987305835e+04,3.034586562710881117e+04,3.167408003828465007e+04,2.183739144357828482e+05,1.969146397708575241e+05,2.818210299485289142e+05,4.812868525578205008e+05,6.389259893749032635e+05,5.849446633502840996e+05,1.033313050321881194e+06,1.053720757527658250e+06,1.075066897422923241e+06,5.791827556865592487e+05,2.466138729148345883e+05,7.129316941809888522e+04
1.922541134979250899e+01,3.326723142800621645e+03,2.100346573579668075e+03,2.120494955697799924e+03,1.892407569228346802e+03,5.432969162115885410e+03,2.638464988371601066e+03,2.703569414517987298e+03,7.240280101013722742e+03,7.278016987192218949e+03,1.180405602917112446e+04,2.511880629910688003e+04,3.497291641948971665e+04,3.491749376805667998e+04,8.994984780078253243e+04,8.603457797122147167e+04,9.115003310760371096e+04,8.032728103939570428e+04,4.506926200138040440e+04,1.526790454093662993e+04
3.785425396720999203e+01,5.601491838904665201e+03,3.870464763250212854e+03,3.430023331382399647e+03,3.454480807277297117e+03,7.853558675099404354e+03,4.716974538065858724e+03,4.374541531499497978e+03,2.534374458297499586e+04,2.282550300239089484e+04,3.392464966925764020e+04,6.131291918633124442e+04,9.654413756513436965e+04,8.680021077718673041e+04,2.114591907526435389e+05,2.781367439117985778e+05,2.853625936974459910e+05,1.649565799036731187e+05,8.390625891819004028e+04,2.767011531422521512e+04
1.757892411092018108e+02,3.306423842396137479e+04,2.385904164199518709e+04,3.424790433792163094e+04,2.211992517795666936e+04,3.029477272555104719e+04,2.811432825557248725e+04,3.607577354267756891e+04,2.514649473015545227e+05,2.373145152278316091e+05,3.378937036728409585e+05,6.036048329869639128e+05,8.060105289413997671e+05,8.697238745760800084e+05,1.508268879121435806e+06,1.440718824064788874e+06,1.471587008012361825e+06,8.996492526843863307e+05,3.434304204555092729e+05,1.010962970703735045e+05
5.755351310162544110e+01,9.997891195156013055e+03,7.142254989302928152e+03,6.529162937272353702e+03,5.633648606934555573e+03,1.114313295621510952e+04,8.618945527962587221e+03,9.498877037784790446e+03,5.145209061466936691e+04,4.114289959548330080e+04,5.995665514963305031e+04,1.166062303746843681e+05,1.755000645678442670e+05,1.548523802803443687e+05,3.752574467503337073e+05,3.931047839921388077e+05,4.066101803746789228e+05,2.618241832853142987e+05,1.137251229364236497e+05,3.500161338626213546e+04
1.500813385540568845e+02,2.028536239152904091e+04,1.407918518981377383e+04,1.461401475142129129e+04,1.368738229441242402e+04,1.996871029884122618e+04,1.645112383819826573e+04,2.072369184209102605e+04,1.162932912290366658e+05,1.109720130278690485e+05,1.410437746203017305e+05,3.051695994320716709e+05,4.339150411298237741e+05,4.393257645805545617e+05,9.559003214662350947e+05,8.728808186316620559e+05,9.305939765058665071e+05,6.385480103543694131e+05,2.916320432337556267e+05,8.769263176724591176e+04
5.201060125263790468e+01,7.126929421407699920e+03,5.172995723654854373e+03,4.782044033233420123e+03,4.458259510117914942e+03,9.654950479822497073e+03,6.336250970286026131e+03,6.009206006598180466e+03,2.644933439141872805e+04,2.315639166523185486e+04,3.725066786078945006e+04,7.086406909101456404e+04,1.092344619471302576e+05,1.010330544513026689e+05,2.558671579474884784e+05,2.840285001842391212e+05,2.897786698809352820e+05,2.028644469489703770e+05,1.049987132140507747e+05,3.442175996065853542e+04
1.095038700185688469e+02,1.592575594308808286e+04,1.228086583307047113e+04,1.230716544284049633e+04,1.051641153646666316e+04,1.688969369496460422e+04,1.418407882381656600e+04,2.070816314954436530e+04,7.687092129671035218e+04,7.905271366283418320e+04,8.700360027774723130e+04,2.035262029404303175e+05,2.982750840116399922e+05,2.924416103954774444e+05,6.719437285819856916e+05,6.418385422372778412e+05,6.675824479457127163e+05,4.741650455059705419e+05,2.306920869656841096e+05,7.216043845762123237e+04
